Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
306,02/16/1986," Makung, Taiwan", Makung,13.0,13.0,The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.,1986
307,03/02/1986," Bugulma, Russia", Bugulma,38.0,38.0,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather.",1986
308,03/13/1986,"Alpena, Michigan",Alpena,9.0,3.0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons.",1986
309,03/20/1986," Naha, Indonesia", Naha,16.0,2.0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain.",1986
310,03/24/1986,"Goose Bay, Newfoundland, Canada",Goose Bay,5.0,4.0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft.",1986
311,03/25/1986,"Omsk, Soviet Union",Omsk,9.0,9.0,"The cargo plane descended below minima weather conditions, undershot the runway, overturned and caught fire.",1986
312,03/27/1986,"Bangui, Central African Republic",Bangui,0.0,0.0,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.,1986
313,03/30/1986," Pemba, Mozambique", Pemba,54.0,49.0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.,1986
314,03/31/1986,"Maravatio, Mexico",Maravatio,167.0,167.0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydraulic and electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire.",1986
315,04/02/1986," Ans, Greece", Ans,121.0,4.0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastic explosive was left under a seat by a woman carrying a Lebanese passport.,1986
316,04/02/1986," Magdalena, New Mexico", Magdalena,11.0,11.0,Lost a wing in heavy turbulence at low altitude.,1986
317,04/27/1986," Saravena, Colombia", Saravena,13.0,13.0,"Crashed into a 8,500 ft. mountain in poor weather.",1986
318,05/01/1986,"San Salvador, El Salvador",San Salvador,37.0,37.0,Crashed into a hill following an engine fire.,1986
319,05/03/1986,"Colombo, Sri Lanka",Colombo,150.0,22.0,Detonation of an explosive device in the rear section of the cabin while on the ground and passengers were boarding. The aircraft was named City of Colombo.,1986
320,05/03/1986," Taipei, Taiwan", Taipei,22.0,22.0,Both helicopters crashed into a rice paddy after experiencing a mid-air collision.,1986
321,05/18/1986,"Djibouti, Djibouti",Djibouti,19.0,19.0,Crashed in the vicinity of Day Mountain in heavy rain and low clouds.,1986
322,05/24/1986,"Antananarivo, Madagascar",Antananarivo,13.0,13.0,Flew into the side of a mountain in poor weather. Controlled flight into terrain.,1986
323,06/10/1986," Cairo, Egypt", Cairo,26.0,23.0,Crashed short of runway and collided with a building during a sandstorm.,1986
324,06/12/1986,"Port Ellen, Islay Island",Port Ellen,16.0,1.0,The crew mistook Laphroaig for Port Ellen and crashed into a hill. Decision to allow the handling pilot to carry out a visual approach in unsuitable meteorological conditions. An error in visual navigation was a contributory factor.,1986
325,06/18/1986,"Grand Canyon, Arizona",Grand Canyon,25.0,25.0,Midair collision. Inadequate visual lookout on the part of  both aircraft. Twenty killed on the de Havilland and  five on the Helitech. The failure of the flightcrew of both aircraft to see and avoid each other for undetermined reasons.,1986
326,07/02/1986," Syktyvar, Russia", Syktyvar,92.0,54.0,The aircraft crashed in a forest after an in-flight fire caused by baggage that ignited in the rear cargo hold led to loss of contol of the aircraft.,1986
327,07/10/1986,"Maputo, Mozambique",Maputo,17.0,17.0,Crashed during takeoff.,1986
328,08/04/1986," St. Vincent, Leeward Islands", St. Vincent,13.0,13.0,Crashed into the sea in poor weather conditions.,1986
329,08/14/1986," Wampusirpi, Honduras", Wampusirpi,59.0,59.0,Crashed into the jungle in poor weather conditions as it approached Durzana Air Base.,1986
330,08/16/1986,"Malakal, Sudan",Malakal,60.0,60.0,Shot down by SPLA rebels with surface-to-air missiles shortly after takeoff.,1986
331,08/28/1986,"Texarkana, Arkansas",Texarkana,2.0,2.0,"On takeoff the cargo plane pitched up, rolled inverted and crashed. Improperly loaded. Alcohol impairment of the pilot and co-pilot.",1986
332,08/31/1986,"Cerritos, California",Cerritos,67.0,67.0,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Piper who were all decapitated and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The controller was distracted by another small aircraft in the area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the ""see and avoid"" concept to ensure traffic separation under the conditions of the conflict.",1986
333,09/05/1986,"Karachi, Pakistan",Karachi,384.0,16.0,"While on the ground, four hijackers opened fire on the passengers and crew and threw grenades among them, killing 16 passengers, one crew member and one ground crew member. The aircraft was named ""Clipper Empress of the Seas.""",1986
334,09/09/1986,"Hopkinsville, Kentucky",Hopkinsville,4.0,3.0,Overran the runway and crashed.,1986
335,09/19/1986," Mantiqueira, Brazil", Mantiqueira,5.0,5.0,"On a delivery flight the aircraft struck a cloud covered mountain at 4,300 ft. Crew did not follow the prescribed course.",1986
336,10/04/1986,"San Antonio, Texas",San Antonio,3.0,3.0,"The cargo plane lost altitude and crashed inverted. The use by the carrier of a non-approved device designed to raise the elevator during loading operations which was not properly stowed by the flight crew and which lodged in the controls, preventing the flight crew from controlling the airplane during take-off.",1986
337,10/14/1986,"Ust-Maya, USSR",Ust-Maya,14.0,14.0,Crashed into river on takeoff.,1986
338,10/15/1986,"Chiraz, Iran",Chiraz,80.0,3.0,Shiraz Airport was attacked by Iraqi aircraft. Passengers were deplaning at the time of the attack.,1986
339,10/19/1986," Komatipoot, South Africa", Komatipoot,44.0,34.0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot.",1986
340,10/20/1986,"Kuybyshev, Russia",Kuybyshev,93.0,70.0,"The plane made a hard landing, crashed and burst into flames after a straight-in hard landing without leveling off.",1986
341,10/22/1986,"Manhattan, New York",Manhattan,2.0,2.0,"The helicopter was contracted by NBC to make daily highway traffic observations in the New York City area. The pilot and passenger, Jane Dornacker, a NBC radio traffic reporter, were flying in a northerly direction along manhattan's west side at an altitude of about 75 feet. Witnesses observed the aircraft's main rotor blades stop, the aircraft descended rapidly, struck the top of a chain link fence at a river pier, crashed into the HudsonRiver and sank in 15 to 20 feet of water. Investigation revealed the sprag clutch was inadequately lubricated, had 'rolled over' in the opposite direction of its design and the sprag assembly was damaged. Several sprags and both activating springs were broken and different size sprags were installed. An unauthorized, overhauled clutch had been installed in the aircraft. Dornacker had survived another helicopter crash earlier in the year.",1986
342,10/23/1986," Peshawar, Pakistan", Peshawar,54.0,13.0,"Crashed short of the runway on approach, broke up and landed inverted. Crew error. The aircraft was allowed to descent below MDA. Crew did not properly monitor the altitude.",1986
343,10/30/1986," Managua, Nicaragua", Managua,23.0,21.0,"Either mechanical failure, weather or ground fire from Contra rebels brought the helicopter down.",1986
344,11/02/1986," Zahedan, Iran", Zahedan,103.0,103.0,Struck the side of a mountain near the Pakistani border. Crew error. Descent below minimum safe altitude with a defective altimeter and in spite of warnings from the ATC.,1986
345,11/06/1986," Sumburgh Head, Shetlands, Scotland", Sumburgh Head,47.0,45.0,The helicopoter crashed into the North Sea while carrying oil workers back to Sumburgh. Rotor failure.,1986
346,11/25/1986," Sarowbi, Afghanistan", Sarowbi,40.0,40.0,Shot down by Afghan rebels.,1986
347,12/12/1986,"Berlin, East Germany",Berlin,82.0,72.0,The aircraft crashed after landing on the wrong runway in fog. The crew did not understand the English instructions that the right runway was closed for repairs.,1986
348,12/15/1986," Lanzhou, China", Lanzhou,44.0,6.0,"The No. 2 engine failed due to severe icing conditions 30 minutes after leaving Lanzhou. With the prop feathered, the plane crashed before reaching the airport.",1986
349,12/25/1986,"Arar, Saudi Arabia",Arar,106.0,63.0,"Hijacking.  While on a flight from Baghdad to Amman, hijackers exploded a hand grenade in the passenger cabin. While making an emergency descent a second hand grenade exploded in the cockpit causing the plane to lose control crash, break in two and catch fire.",1986
350,12/27/1986," Nasaso, Fiji", Nasaso,14.0,11.0,The aircraft banked ninety degrees and crashed short of the runway. Loss of control due to mechanical failure. Use of a unsecured nonstandard flap attachment pin.,1986
351,01/02/1987," Bata, Equatorial Guinea", Bata,22.0,22.0,The domestic flight crashed off the island of Bioko and sending a distress message. Engine failure.,1987
352,01/03/1987,"Abidjan, Ivory Coast",Abidjan,51.0,50.0,The plane crashed in the jungle while returning to Abidjan after taking off with the No. 1 engine on fire.,1987
353,01/13/1987," Asmara, Ethiopia", Asmara,54.0,54.0,Crashed after taking off from Johannes IV Airport after attempting to return for an emergency landing. The crew radioed they were having technical difficulties three minutes after taking off. While attempting to return to the airport the plane crashd. Mechanical malfunction.,1987
354,01/15/1987,"Salt Lake City, Utah",Salt Lake City,10.0,10.0,"Midair collision with a Mooney M-20 at 7,000 ft. Ten killed on the Swearingen and none on the Mooney.  Procedures and directives not followed by the Mooney pilot. Lack of navigational vigilance by the Mooney instructor pilot which led to the authorized intrusion into the Salt Lake City airport radar service area. Contributing factor was the absence of a Mode-C transponder on the Mooney airplane and the limitations of the air traffic control system to provide collision protection.",1987
355,01/16/1987,"Tashkent, Uzbekistan",Tashkent,9.0,9.0,"While taking off, the aircraft banked sharply to the left and crashed. Encounted a wake vortex from another aircraft.",1987
356,02/06/1987," Papua, New Guinea", Papua,17.0,14.0,Ditched into the sea in poor weather conditions.,1987
357,02/09/1987," Khost, Afghanistan", Khost,36.0,36.0,Shot down by a Stinger missile by Afghan guerillas.,1987
358,03/04/1987,"Detroit, Michigan",Detroit,22.0,9.0,"While approaching to land the plane suddenly yawed to the left, rolled right and struck ground left of the runway. It then skidded into 3 ground vehicles and caught fire. The captain's inability to control the airplane in an attempt to recover from an asymmetric power condition at low speed following his intentional use of the beta mode of propeller operation to descend and slow the airplane rapidly on final approach for landing. The fatalities were attributed to a post crash fire, lack of fire-blocking material, and poorly designed aircraft components. Improper use of powerplant controls. Improper maintenance adjustment.",1987
359,03/06/1987," Almaty, Kazakhstan", Almaty,9.0,9.0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.,1987
360,03/13/1987,"Spokane, Washington",Spokane,6.0,6.0,Stalled and went into a spin during a low-level refueling practice. The stall was propagated by the wake of a B-52.,1987
361,03/21/1987,"Mount San Gorgonio, California",Mount San Gorgonio,2.0,2.0,"Dean Paul ""Dino"" Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a ""maximum climb"" takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The ""maximum climb"" takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude.",1987
362,03/30/1987," Parachinar, Pakistan", Parachinar,40.0,40.0,Shot down by a Pakistani F-16 jet fighter firing an air-to-air missile.,1987
363,04/04/1987,"Medan-Polonia, Indonesia",Medan-Polonia,45.0,27.0,The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.,1987
364,04/13/1987,"Kansas City, Kansas",Kansas City,4.0,4.0,The cargo plane flew into the ground short of the runway despite warnings from the controller. Improper IFR procedure. Disregarded decision height. Disregarded warnings.,1987
365,04/23/1987,"Wilmington, North Carolina",Wilmington,2.0,2.0,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.,1987
366,05/05/1987,"Malakal, Sudan",Malakal,14.0,14.0,Shot down by rebels shortly after taking off.,1987
367,05/08/1987,"Mayaguez, Puerto Rico",Mayaguez,6.0,2.0,Improper maintenance in setting propeller flight idle blade angle and engine fuel flow resulting in a loss of control from an asymmetric power condition. A factor contributing to the accident was the pilot's unstabilized visual approach.,1987
368,05/09/1987,"Warsaw, Poland",Warsaw,183.0,183.0,"The No. 2 engine failed, causing an engine fire, cabin decompression, damage to the  No. 1 engine, loss of  elevator control and damage to the electrical system. A fire in the cargo hold was not detected because of damage to the fire warning system. While attempting to return to Warsaw and attempting a turn to land, the aircraft crashed into a forest, 9 miles short of the runway. The cause of the engine failure was an overheated bearing. The aircraft was named Tadeusz Kosciuszko.",1987
369,05/11/1987,"Pickle Lake, Ontario, Canada",Pickle Lake,2.0,2.0,The cargo plane lost the left wing while in a holding pattern. The left wing failed under normal flight loads as a result of a fatigue crack in the center section lower wing skin. Anomalies in the radiographs taken during mandatory non-destructive testing inspections were not correctly interpreted.,1987
370,05/20/1987,"Santa Cruz, Bolivia",Santa Cruz,16.0,14.0,Crashed into high terrain in poor weather.,1987
371,05/23/1987," Ruteng, Indonesia", Ruteng,8.0,8.0,Crashed into a ditch while attempting to land at Ruteng.,1987
372,05/25/1987,"Ilaga, Indonesia",Ilaga,30.0,7.0,Crashed into a ravine while attempting to land.,1987
373,06/11/1987,"Khost, Afghanistan",Khost,53.0,53.0,Shot down by rebel forces with a surface-to-air missile.,1987
374,06/18/1987," Montelillo, Peru", Montelillo,46.0,46.0,Crashed into a gorge near the Jerache River  while en route on a domestic flight in adverse weather conditions.,1987
375,06/19/1987,"Berdiansk, USSR",Berdiansk,29.0,8.0,"The aircraft landed at a high rate of speed and a go-around was initiated but then aborted. The aircraft overran the runway, crashed into trees and caught fire.",1987
376,06/21/1987,"Heho, Burma",Heho,45.0,45.0,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho.",1987
377,06/26/1987," Baguio, Philippines", Baguio,50.0,50.0,The aircraft crashed into Mt. Ugu in monsoon rains and heavy fog while preparing to land at Baguio.,1987
378,07/01/1987,"Fort Bragg AFB, North Carolina",Fort Bragg AFB,6.0,4.0,"The aircraft was doing a drop and pulled up too late. The airplane skidded 1,000 yards down a dirt runway and struck a military vehicle, killing an Army soldier. The plane then impacted trees and broke up.",1987
379,07/24/1987,"Geneva, Switzerland",Geneva,163.0,1.0,"Hijacked while en route from Rome, Italy to Paris, France. The hijacker killed one male passenger when the plane landed at Cointrin Airport in Switzerland to refuel, after which the plane was stormed by security personnel.",1987
380,07/30/1987,"Mexico City, Mexico",Mexico City,12.0,5.0,The cargo plane crashed on a roadway into a restaurant after taking off  in adverse weather conditions. Overloaded. Cargo shifted on takeoff.,1987
381,08/04/1987,"Calama, Chile",Calama,33.0,2.0,"The landing gear failed after the aircraft touched down 520 meters short of the runway, broke in two and caught fire.",1987
382,08/16/1987,"Romulus, Michigan",Romulus,155.0,154.0,"The aircraft stalled and crashed during takeoff from Detroit Metropolitan Wayne County Airport. After liftoff, the wings of the airplane rolled to the left and right  and then the aircraft collided with obsticales northeast of the runway when the left wing struck light poles and the roof of a rental car agency. A 4-year-old girl, Cecilia Cichan, was the only survivor. Slats and flaps not extended. Crew's failure to use taxi checklist to ensure flaps and slats were extended. Lack of electrical power to the aircraft takeoff warning system. The unit may have been turned off by pilot due to nuisance alarms.Cecelia is now married and earned a Psychology degree from the University of Alabama. Although she has made no public statements or attended annual memorial services regarding the tragic crash, she corresponds with some of the crash victims’ loved ones.",1987
383,08/31/1987," Ko Phuket, Thailand", Ko Phuket,83.0,83.0,The aircraft stalled and crashed into the ocean after the crew's attention was diverted to concern over another aircraft. Failure of the crew to monitor their airspeed. The pilot added power and raised the gear after the stick shaker activated but did not execute a recovery before hitting the sea.,1987
384,09/08/1987,"Carajas, Brazil",Carajas,9.0,9.0,Crashed during takeoff.,1987
385,09/13/1987,"Kunduz, Afghanistan",Kunduz,15.0,15.0,Shot down by Afghan rebels on approach.,1987
386,09/21/1987,"Luxor, Egypt",Luxor,5.0,5.0,"The plane landed too far down the runway, overran the runway, struck runway lights went through a fence and broke up.",1987
387,10/11/1987,"El Poleo, Colombia",El Poleo,9.0,2.0,The aircraft crashed while attempting to make an emergency landing.,1987
388,10/11/1987," Pagan, Myanmar", Pagan,49.0,49.0,"The aircraft crashed into a ridge at 1, 500 ft. in heavy rain while attempting to land at Nyaung-U Airport .",1987
389,10/15/1987,"Mt. Crezzo, Italy",Mt. Crezzo,37.0,37.0,"Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings.",1987
390,10/19/1987,"Komsomolsk-on-Amur, Russia",Komsomolsk-on-Amur,9.0,9.0,The plane overran the runway while attempting to take off crashed into a building and was destroyed.,1987
391,10/20/1987,"Indianapolis, Indiana",Indianapolis,11.0,10.0,"The military plane attempted to make an emergency landing at Indianapolis International Airport after having a flameout 30 miles east of Indianapolis. The controller apparently gave bad directions which led to the pilot attempting to circle the airport. He couldn't make a landing and ejected at 500 ft,. The Corsair hit the top of a Bank One building about one mile from the runway, went airborne again for 250 ft.' and hit the front of a 7-story Airport Ramada Inn. The engine and cockpit went into the lobby, the wings into the next floor above. Twenty thousand pounds of fuel ignited killing nine people in the hotel's lobby (a 10th died later). The pilot survived.",1987
392,11/06/1987,"Ulongue, Malawi",Ulongue,10.0,10.0,Shot down by rebels.,1987
393,11/15/1987,"Denver, Colorado",Denver,82.0,28.0,"Crashed while taking off in a snowstorm. Failure to obtain taxi clearance, confused the ground controller when the plane reached the runway. The plane was not cleared to take off until 27 minutes after de-icing. During takeoff, the first officer overrotated and with the icing, the plane stalled, crashed, and overturned. Both captain and first officer were inexperienced in their respective jobs.",1987
394,11/23/1987,"Homer, Alaska",Homer,21.0,18.0,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.,1987
395,11/28/1987," Mauritius, Indian Ocean", Mauritius,159.0,159.0,"While over the Indian Ocean the crew contacted Mauritius approach control and reporting fire and smoke aboard. Three minutes after the last transmission the plane the plunged into the ocean 150 miles northeast of Mauritius. The fire caused incapacitation and disorientation of the crew, in-flight break-up and loss of control of the aircraft.  The fire originated in a front pallet on the right side in the upper deck cargo hold. The fire of unknown origin possibly (1) incapacitated the crew; (2) caused disorientation of the crew due to thick smoke; (3) caused crew distraction; (4) weakened the aircraft structure, causing an in-flight break-up; (5) burned through control cables or ; (6) caused loss of control due to deformation of the aircraft fuselage. It has been rumored that an unstable substance, not listed on the manifest, was illigally being shipped and started the fire though this has never been proven.",1987
396,11/29/1987,  Andaman Sea,  Andaman Sea,115.0,115.0,"The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime.",1987
397,12/03/1987," Kishwati, Rwanda", Kishwati,14.0,14.0,"The aircraft crashed  into a top of a tree 10 km from the airport, about 18 minutes after taking off,",1987
398,12/07/1987,"San Luis Obispo, California",San Luis Obispo,43.0,43.0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""There’s gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.",1987
399,12/08/1987," Lima, Peru", Lima,43.0,42.0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,1987
400,12/13/1987," Iligan, Philippines", Iligan,15.0,15.0,"Crashed into Mt. Munay at 5,000 ft. while approaching Maria Cristina for landing.",1987
401,12/14/1987," Vila dos Remidos, Brazil", Vila dos Remidos,29.0,29.0,Crashed into the Atlantic Ocean while en route for reasons unknown.,1987
402,12/21/1987,"Bordeaux, France",Bordeaux,16.0,16.0,Crashed short of the runway and struck trees in fog after being diverted due to the weather.,1987
403,12/21/1987,Eugene Island,Eugene Island,15.0,15.0,The helicopter crashed while attempting to land on an oil rig. Improper planned approach. Clearance not maintained.,1987
404,12/30/1987,Pacific Ocean,Pacific Ocean,17.0,17.0,"Disappeared between Samarinda and Berau, Indonesia.",1987
405,01/02/1988,"Izmir, Turkey",Izmir,16.0,16.0,The aircraft was off the ILS sidebeam and crashed into a hill on approach in poor weather. The crew used the wrong VOR and ILS. Pilot overconfidence and co-pilot inactivity during the approach.,1988
406,01/18/1988,"Mt. Colorado, Bolivia",Mt. Colorado,9.0,9.0,Struck Mt. Colorado in poor weather.,1988
407,01/18/1988,"Krosnovodsk, USSR",Krosnovodsk,143.0,11.0,Broke in two after a heavy landing. Crew error. Co-pilot was flying the plane against requirements that the pilot fly the plane.,1988
408,01/18/1988," Chungking, Sichuan, China", Chungking,108.0,108.0,The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.,1988
409,01/19/1988,"Bayfield, Colorado",Bayfield,17.0,9.0,"The aircraft crashed while attempting to land in adverse weather conditions five miles short of the runway.  The captain choose a direct VOR/DME approach instead of the safer ILS. The copilot lacked the ability to land the tricky approach. The pilot who was not flying the plane, did not observe the copilot was flying a too steep of an approach. The NTSB isssued a report that stated that the captain was a heavy user of cocaine and traces were found in his blood and urine.",1988
410,01/19/1988,"Green Island, Taiwan",Green Island,11.0,10.0,Crashed in mountains.,1988
411,01/24/1988," Nizhnevartovsk, Russia", Nizhnevartovsk,31.0,27.0,"The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew.",1988
412,02/01/1988,Panama,Panama,16.0,16.0,Flew into a mountain.,1988
413,02/08/1988," Mulheim, Germany", Mulheim,21.0,21.0,The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.,1988
414,02/19/1988,"Cary, North Carolina",Cary,12.0,12.0,"The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight  and the flight crew's response to a perceived fault in the airplane's stall avoidance system.",1988
415,02/27/1988,"Surgut, Russia",Surgut,51.0,20.0,"The aircraft made a hard landing beside the runway, broke up and caught fire. Crew error. Visual contact with the runway was lost as the aircraft descended through the decision height.",1988
416,02/27/1988," Ercan, Cyprus", Ercan,15.0,15.0,"Crashed into mountain 20 kms E of Kyrenia Turkey while on approach. Crew error. Pilot discontinued IFR approach and descended ignoring mountains ahead. Realizing his mistake, he tried to climb and turn left but struck the mountain.",1988
417,03/01/1988," Johannesburg, South Africa", Johannesburg,17.0,17.0,The aircraft crashed and burned 8 miles from Jan Smuts Airport while attemping to land. Detonation of a bomb consisting of nitro-glycerine and ammonium nitrate. A mineworker who heavily insured himself was thought to have committed suicide.,1988
418,03/04/1988," Fontainebleau, France", Fontainebleau,23.0,23.0,Crashed after hitting power lines while making an approach to Orly. Electrical system failure.,1988
419,03/08/1988," Clarksville, Tennessee", Clarksville,17.0,17.0,The two helicopters collided in mid-air in the dark and crashed on the Fort Campbell military base. Pilot error.,1988
420,03/17/1988," Cucuta, N of  Santander, Colombia", Cucuta,143.0,143.0,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions.",1988
421,03/31/1988,"Cairo, Egypt",Cairo,4.0,4.0,During a second attempt to take off an engine on the cargo plane failed causing the plane to crash at the end of the runway.,1988
422,04/05/1988,"Combi, Cyprus",Combi,112.0,2.0,Hijacking. Two hostages killed on the ground.,1988
423,04/10/1988," Mazâr-e Charif, Afghanistan", Mazâr-e Charif,29.0,29.0,Shot down by Afghan guerillas with an anti-aircraft missile.,1988
424,04/12/1988," Hennenman, South Africa", Hennenman,24.0,24.0,The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.,1988
425,04/19/1988,"Bagdarin, USSR",Bagdarin,17.0,17.0,Crashed into a mountain during descent  in poor weather.,1988
426,04/27/1988," Tchamulate, Angola", Tchamulate,29.0,29.0,Shot down with a surface-to-air missile.,1988
427,04/28/1988,"Maui, Hawaii",Maui,95.0,1.0,"The aircraft suffered separation of the top of the fuselage resulting in explosive decompression and severe structural damage. Fflight attendant C.B. Lansing was sucked out of the opening in the fuselage and her body never recovered. The plane named Queen Lili'uokalani, made a safe emergency landing at Kahuiui Airport on Maui. Failure of Aloha Airline's maintenance program to detect the presence of disbonding and fatigue damage which led to failure of the lap joint at S-10L and the separation of the fuselage upper lobe. Contributing factors were the failure of Aloha Airline's management to properly supervise its maintenance crew as well as the failure of the FAA to properly evaluate the Aloha Airlines maintenance program and to assess the airline's inspection and quality control deficiencies. In addition the maintenance program underestimated the need for inspections with the large number of pressurizations/depressurizations and humid salt air climate the plane was subjected to.",1988
428,05/06/1988," Broennoysund, Norway", Broennoysund,36.0,36.0,Crashed into a hillside during approach in foggy weather. The crew started the approach to 4NM too early. Navigation error. Pilot error.,1988
429,05/24/1988,"New Orleans, Louisiana",New Orleans,45.0,0.0,The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.,1988
430,05/26/1988,"Puerto Limon, Costa Rica",Puerto Limon,6.0,6.0,The cargo plane crashed.,1988
431,05/26/1988,"Hannover, Germany",Hannover,2.0,2.0,While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.,1988
432,06/12/1988,"Posadas, Argentina",Posadas,22.0,22.0,The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.,1988
433,06/18/1988,Central Mozambique,Central Mozambique,25.0,21.0,,1988
